Country,Region,Subregion,World.Bank,IMF,Year,Language,Type,Class,Drug,Listed,Any.NeuP,Central.NeuP,Peripheral.NeuP,DPN,PHN,HIV,TGN
Macedonia,Europe,Southern Europe,Upper middle,Developing,2010,Macedonian,TC,Opioid,Oxycodone,No,No,No,No,No,No,No,No
Macedonia,Europe,Southern Europe,Upper middle,Developing,2010,Macedonian,TC,Opioid,Tramadol,Yes,No,No,No,No,No,No,No
Macedonia,Europe,Southern Europe,Upper middle,Developing,2010,Macedonian,TC,Other,Ibuprofen,Yes,No,No,No,No,No,No,No
Macedonia,Europe,Southern Europe,Upper middle,Developing,2010,Macedonian,TC,Other,Paracetamol,Yes,No,No,No,No,No,No,No
Macedonia,Europe,Southern Europe,Upper middle,Developing,2010,Macedonian,TC,SNRI,Duloxetine,No,No,No,No,No,No,No,No
Macedonia,Europe,Southern Europe,Upper middle,Developing,2010,Macedonian,TC,SNRI,Venlafaxine,Yes,No,No,No,No,No,No,No
Macedonia,Europe,Southern Europe,Upper middle,Developing,2010,Macedonian,TC,TCA,Amitriptyline,Yes,No,No,No,No,No,No,No
Macedonia,Europe,Southern Europe,Upper middle,Developing,2010,Macedonian,TC,TCA,Clomipramine,Yes,No,No,No,No,No,No,No
Macedonia,Europe,Southern Europe,Upper middle,Developing,2010,Macedonian,TC,TCA,Desipramine,No,No,No,No,No,No,No,No
Macedonia,Europe,Southern Europe,Upper middle,Developing,2010,Macedonian,TC,TCA,Imipramine,No,No,No,No,No,No,No,No
Macedonia,Europe,Southern Europe,Upper middle,Developing,2010,Macedonian,TC,TCA,Nortriptyline,No,No,No,No,No,No,No,No
Macedonia,Europe,Southern Europe,Upper middle,Developing,2010,Macedonian,TC,Topical,Capsaicin,No,No,No,No,No,No,No,No
Macedonia,Europe,Southern Europe,Upper middle,Developing,2010,Macedonian,TC,Topical,Lidocaine,No,No,No,No,No,No,No,No
Madagascar,Africa,Eastern Africa,Low,Developing,2008,French,TC,Anticonvulsant,Carbamazepine,Yes,No,No,No,No,No,No,No
Madagascar,Africa,Eastern Africa,Low,Developing,2008,French,TC,Anticonvulsant,Gabapentin,No,No,No,No,No,No,No,No
Madagascar,Africa,Eastern Africa,Low,Developing,2008,French,TC,Anticonvulsant,Oxcarbazepine,No,No,No,No,No,No,No,No
Madagascar,Africa,Eastern Africa,Low,Developing,2008,French,TC,Anticonvulsant,Pregabalin,No,No,No,No,No,No,No,No
Madagascar,Africa,Eastern Africa,Low,Developing,2008,French,TC,Anticonvulsant,Valproate,Yes,No,No,No,No,No,No,No
Madagascar,Africa,Eastern Africa,Low,Developing,2008,French,TC,NDRI,Bupropion,No,No,No,No,No,No,No,No
Madagascar,Africa,Eastern Africa,Low,Developing,2008,French,TC,Opioid,Methadone,No,No,No,No,No,No,No,No
Madagascar,Africa,Eastern Africa,Low,Developing,2008,French,TC,Opioid,Morphine,Yes,No,No,No,No,No,No,No
Madagascar,Africa,Eastern Africa,Low,Developing,2008,French,TC,Opioid,Oxycodone,No,No,No,No,No,No,No,No
Madagascar,Africa,Eastern Africa,Low,Developing,2008,French,TC,Opioid,Tramadol,No,No,No,No,No,No,No,No
Madagascar,Africa,Eastern Africa,Low,Developing,2008,French,TC,Other,Ibuprofen,Yes,No,No,No,No,No,No,No
Madagascar,Africa,Eastern Africa,Low,Developing,2008,French,TC,Other,Paracetamol,Yes,No,No,No,No,No,No,No
Madagascar,Africa,Eastern Africa,Low,Developing,2008,French,TC,SNRI,Duloxetine,No,No,No,No,No,No,No,No
Madagascar,Africa,Eastern Africa,Low,Developing,2008,French,TC,SNRI,Venlafaxine,No,No,No,No,No,No,No,No
Madagascar,Africa,Eastern Africa,Low,Developing,2008,French,TC,TCA,Amitriptyline,Yes,No,No,No,No,No,No,No
Madagascar,Africa,Eastern Africa,Low,Developing,2008,French,TC,TCA,Clomipramine,Yes,No,No,No,No,No,No,No
Madagascar,Africa,Eastern Africa,Low,Developing,2008,French,TC,TCA,Desipramine,No,No,No,No,No,No,No,No
Madagascar,Africa,Eastern Africa,Low,Developing,2008,French,TC,TCA,Imipramine,No,No,No,No,No,No,No,No
Madagascar,Africa,Eastern Africa,Low,Developing,2008,French,TC,TCA,Nortriptyline,No,No,No,No,No,No,No,No
Madagascar,Africa,Eastern Africa,Low,Developing,2008,French,TC,Topical,Capsaicin,No,No,No,No,No,No,No,No
Madagascar,Africa,Eastern Africa,Low,Developing,2008,French,TC,Topical,Lidocaine,No,No,No,No,No,No,No,No
Malaysia,Asia,South-Eastern Asia,Upper middle,Developing,2012,English,TC,Anticonvulsant,Carbamazepine,Yes,No,No,No,No,No,No,No
Malaysia,Asia,South-Eastern Asia,Upper middle,Developing,2012,English,TC,Anticonvulsant,Gabapentin,No,No,No,No,No,No,No,No
Malaysia,Asia,South-Eastern Asia,Upper middle,Developing,2012,English,TC,Anticonvulsant,Oxcarbazepine,No,No,No,No,No,No,No,No
Malaysia,Asia,South-Eastern Asia,Upper middle,Developing,2012,English,TC,Anticonvulsant,Pregabalin,No,No,No,No,No,No,No,No
Malaysia,Asia,South-Eastern Asia,Upper middle,Developing,2012,English,TC,Anticonvulsant,Valproate,Yes,No,No,No,No,No,No,No
Malaysia,Asia,South-Eastern Asia,Upper middle,Developing,2012,English,TC,NDRI,Bupropion,No,No,No,No,No,No,No,No
Malaysia,Asia,South-Eastern Asia,Upper middle,Developing,2012,English,TC,Opioid,Methadone,No,No,No,No,No,No,No,No
Malaysia,Asia,South-Eastern Asia,Upper middle,Developing,2012,English,TC,Opioid,Morphine,Yes,No,No,No,No,No,No,No
Malaysia,Asia,South-Eastern Asia,Upper middle,Developing,2012,English,TC,Opioid,Oxycodone,No,No,No,No,No,No,No,No
Malaysia,Asia,South-Eastern Asia,Upper middle,Developing,2012,English,TC,Opioid,Tramadol,No,No,No,No,No,No,No,No
Malaysia,Asia,South-Eastern Asia,Upper middle,Developing,2012,English,TC,Other,Ibuprofen,Yes,No,No,No,No,No,No,No
Malaysia,Asia,South-Eastern Asia,Upper middle,Developing,2012,English,TC,Other,Paracetamol,Yes,No,No,No,No,No,No,No
Malaysia,Asia,South-Eastern Asia,Upper middle,Developing,2012,English,TC,SNRI,Duloxetine,No,No,No,No,No,No,No,No
Malaysia,Asia,South-Eastern Asia,Upper middle,Developing,2012,English,TC,SNRI,Venlafaxine,No,No,No,No,No,No,No,No
Malaysia,Asia,South-Eastern Asia,Upper middle,Developing,2012,English,TC,TCA,Amitriptyline,Yes,No,No,No,No,No,No,No
Malaysia,Asia,South-Eastern Asia,Upper middle,Developing,2012,English,TC,TCA,Clomipramine,No,No,No,No,No,No,No,No
Malaysia,Asia,South-Eastern Asia,Upper middle,Developing,2012,English,TC,TCA,Desipramine,No,No,No,No,No,No,No,No
Malaysia,Asia,South-Eastern Asia,Upper middle,Developing,2012,English,TC,TCA,Imipramine,No,No,No,No,No,No,No,No
Malaysia,Asia,South-Eastern Asia,Upper middle,Developing,2012,English,TC,TCA,Nortriptyline,No,No,No,No,No,No,No,No
Malaysia,Asia,South-Eastern Asia,Upper middle,Developing,2012,English,TC,Topical,Capsaicin,No,No,No,No,No,No,No,No
Malaysia,Asia,South-Eastern Asia,Upper middle,Developing,2012,English,TC,Topical,Lidocaine,No,No,No,No,No,No,No,No
Maldives,Asia,Southern Asia,Upper middle,Developing,2011,English,TC,Anticonvulsant,Carbamazepine,Yes,No,No,No,No,No,No,No
Maldives,Asia,Southern Asia,Upper middle,Developing,2011,English,TC,Anticonvulsant,Gabapentin,Yes,No,No,No,No,No,No,No
Maldives,Asia,Southern Asia,Upper middle,Developing,2011,English,TC,Anticonvulsant,Oxcarbazepine,Yes,No,No,No,No,No,No,No
Maldives,Asia,Southern Asia,Upper middle,Developing,2011,English,TC,Anticonvulsant,Pregabalin,No,No,No,No,No,No,No,No
Maldives,Asia,Southern Asia,Upper middle,Developing,2011,English,TC,Anticonvulsant,Valproate,Yes,No,No,No,No,No,No,No
Maldives,Asia,Southern Asia,Upper middle,Developing,2011,English,TC,NDRI,Bupropion,No,No,No,No,No,No,No,No
Maldives,Asia,Southern Asia,Upper middle,Developing,2011,English,TC,Opioid,Methadone,No,No,No,No,No,No,No,No
Maldives,Asia,Southern Asia,Upper middle,Developing,2011,English,TC,Opioid,Morphine,Yes,No,No,No,No,No,No,No
Maldives,Asia,Southern Asia,Upper middle,Developing,2011,English,TC,Opioid,Oxycodone,No,No,No,No,No,No,No,No
Maldives,Asia,Southern Asia,Upper middle,Developing,2011,English,TC,Opioid,Tramadol,Yes,No,No,No,No,No,No,No
Maldives,Asia,Southern Asia,Upper middle,Developing,2011,English,TC,Other,Ibuprofen,Yes,No,No,No,No,No,No,No
Maldives,Asia,Southern Asia,Upper middle,Developing,2011,English,TC,Other,Paracetamol,Yes,No,No,No,No,No,No,No
Maldives,Asia,Southern Asia,Upper middle,Developing,2011,English,TC,SNRI,Duloxetine,No,No,No,No,No,No,No,No
Maldives,Asia,Southern Asia,Upper middle,Developing,2011,English,TC,SNRI,Venlafaxine,No,No,No,No,No,No,No,No
Maldives,Asia,Southern Asia,Upper middle,Developing,2011,English,TC,TCA,Amitriptyline,Yes,No,No,No,No,No,No,No
Maldives,Asia,Southern Asia,Upper middle,Developing,2011,English,TC,TCA,Clomipramine,Yes,No,No,No,No,No,No,No
Maldives,Asia,Southern Asia,Upper middle,Developing,2011,English,TC,TCA,Desipramine,No,No,No,No,No,No,No,No
Maldives,Asia,Southern Asia,Upper middle,Developing,2011,English,TC,TCA,Imipramine,Yes,No,No,No,No,No,No,No
Maldives,Asia,Southern Asia,Upper middle,Developing,2011,English,TC,TCA,Nortriptyline,No,No,No,No,No,No,No,No
Maldives,Asia,Southern Asia,Upper middle,Developing,2011,English,TC,Topical,Capsaicin,No,No,No,No,No,No,No,No
Maldives,Asia,Southern Asia,Upper middle,Developing,2011,English,TC,Topical,Lidocaine,Yes,No,No,No,No,No,No,No
Mali,Africa,Western Africa,Low,Developing,2008,French,TC,Anticonvulsant,Carbamazepine,Yes,No,No,No,No,No,No,No
Mali,Africa,Western Africa,Low,Developing,2008,French,TC,Anticonvulsant,Gabapentin,No,No,No,No,No,No,No,No
Mali,Africa,Western Africa,Low,Developing,2008,French,TC,Anticonvulsant,Oxcarbazepine,No,No,No,No,No,No,No,No
Mali,Africa,Western Africa,Low,Developing,2008,French,TC,Anticonvulsant,Pregabalin,No,No,No,No,No,No,No,No
Mali,Africa,Western Africa,Low,Developing,2008,French,TC,Anticonvulsant,Valproate,Yes,No,No,No,No,No,No,No
Mali,Africa,Western Africa,Low,Developing,2008,French,TC,NDRI,Bupropion,No,No,No,No,No,No,No,No
Mali,Africa,Western Africa,Low,Developing,2008,French,TC,Opioid,Methadone,No,No,No,No,No,No,No,No
Mali,Africa,Western Africa,Low,Developing,2008,French,TC,Opioid,Morphine,Yes,No,No,No,No,No,No,No
Mali,Africa,Western Africa,Low,Developing,2008,French,TC,Opioid,Oxycodone,No,No,No,No,No,No,No,No
Mali,Africa,Western Africa,Low,Developing,2008,French,TC,Opioid,Tramadol,No,No,No,No,No,No,No,No
Mali,Africa,Western Africa,Low,Developing,2008,French,TC,Other,Ibuprofen,Yes,No,No,No,No,No,No,No
Mali,Africa,Western Africa,Low,Developing,2008,French,TC,Other,Paracetamol,Yes,No,No,No,No,No,No,No
Mali,Africa,Western Africa,Low,Developing,2008,French,TC,SNRI,Duloxetine,No,No,No,No,No,No,No,No
Mali,Africa,Western Africa,Low,Developing,2008,French,TC,SNRI,Venlafaxine,No,No,No,No,No,No,No,No
Mali,Africa,Western Africa,Low,Developing,2008,French,TC,TCA,Amitriptyline,Yes,No,No,No,No,No,No,No
Mali,Africa,Western Africa,Low,Developing,2008,French,TC,TCA,Clomipramine,Yes,No,No,No,No,No,No,No
Mali,Africa,Western Africa,Low,Developing,2008,French,TC,TCA,Desipramine,No,No,No,No,No,No,No,No
Mali,Africa,Western Africa,Low,Developing,2008,French,TC,TCA,Imipramine,No,No,No,No,No,No,No,No
Mali,Africa,Western Africa,Low,Developing,2008,French,TC,TCA,Nortriptyline,No,No,No,No,No,No,No,No
Mali,Africa,Western Africa,Low,Developing,2008,French,TC,Topical,Capsaicin,No,No,No,No,No,No,No,No
Mali,Africa,Western Africa,Low,Developing,2008,French,TC,Topical,Lidocaine,Yes,No,No,No,No,No,No,No
Malta,Europe,Southern Europe,High,Advanced,2008,English,A,Anticonvulsant,Carbamazepine,Yes,No,No,No,No,No,No,No
Malta,Europe,Southern Europe,High,Advanced,2008,English,A,Anticonvulsant,Gabapentin,Yes,No,No,No,No,No,No,No
Malta,Europe,Southern Europe,High,Advanced,2008,English,A,Anticonvulsant,Oxcarbazepine,Yes,No,No,No,No,No,No,No
Malta,Europe,Southern Europe,High,Advanced,2008,English,A,Anticonvulsant,Pregabalin,No,No,No,No,No,No,No,No
Malta,Europe,Southern Europe,High,Advanced,2008,English,A,Anticonvulsant,Valproate,Yes,No,No,No,No,No,No,No
Malta,Europe,Southern Europe,High,Advanced,2009,English,A,NDRI,Bupropion,Yes,No,No,No,No,No,No,No
Malta,Europe,Southern Europe,High,Advanced,2008,English,A,Opioid,Methadone,Yes,No,No,No,No,No,No,No
Malta,Europe,Southern Europe,High,Advanced,2008,English,A,Opioid,Morphine,Yes,No,No,No,No,No,No,No
Malta,Europe,Southern Europe,High,Advanced,2008,English,A,Opioid,Oxycodone,No,No,No,No,No,No,No,No
Malta,Europe,Southern Europe,High,Advanced,2008,English,A,Opioid,Tramadol,Yes,No,No,No,No,No,No,No
Malta,Europe,Southern Europe,High,Advanced,2008,English,A,Other,Ibuprofen,Yes,No,No,No,No,No,No,No
Malta,Europe,Southern Europe,High,Advanced,2008,English,A,Other,Paracetamol,Yes,No,No,No,No,No,No,No
Malta,Europe,Southern Europe,High,Advanced,2008,English,A,SNRI,Duloxetine,No,No,No,No,No,No,No,No
Malta,Europe,Southern Europe,High,Advanced,2008,English,A,SNRI,Venlafaxine,Yes,No,No,No,No,No,No,No
Malta,Europe,Southern Europe,High,Advanced,2008,English,A,TCA,Amitriptyline,Yes,No,No,No,No,No,No,No
Malta,Europe,Southern Europe,High,Advanced,2008,English,A,TCA,Clomipramine,No,No,No,No,No,No,No,No
Malta,Europe,Southern Europe,High,Advanced,2008,English,A,TCA,Desipramine,No,No,No,No,No,No,No,No
Malta,Europe,Southern Europe,High,Advanced,2008,English,A,TCA,Imipramine,Yes,No,No,No,No,No,No,No
Malta,Europe,Southern Europe,High,Advanced,2008,English,A,TCA,Nortriptyline,Yes,No,No,No,No,No,No,No
Malta,Europe,Southern Europe,High,Advanced,2008,English,A,Topical,Capsaicin,No,No,No,No,No,No,No,No
Malta,Europe,Southern Europe,High,Advanced,2008,English,A,Topical,Lidocaine,Yes,No,No,No,No,No,No,No
Marshall Islands,Oceania,Micronesia,Upper middle,Developing,2007,English,TC,Anticonvulsant,Carbamazepine,Yes,No,No,No,No,No,No,No
Marshall Islands,Oceania,Micronesia,Upper middle,Developing,2007,English,TC,Anticonvulsant,Gabapentin,No,No,No,No,No,No,No,No
Marshall Islands,Oceania,Micronesia,Upper middle,Developing,2007,English,TC,Anticonvulsant,Oxcarbazepine,No,No,No,No,No,No,No,No
Marshall Islands,Oceania,Micronesia,Upper middle,Developing,2007,English,TC,Anticonvulsant,Pregabalin,No,No,No,No,No,No,No,No
Marshall Islands,Oceania,Micronesia,Upper middle,Developing,2007,English,TC,Anticonvulsant,Valproate,No,No,No,No,No,No,No,No
Marshall Islands,Oceania,Micronesia,Upper middle,Developing,2007,English,TC,NDRI,Bupropion,No,No,No,No,No,No,No,No
Marshall Islands,Oceania,Micronesia,Upper middle,Developing,2007,English,TC,Opioid,Methadone,No,No,No,No,No,No,No,No
Marshall Islands,Oceania,Micronesia,Upper middle,Developing,2007,English,TC,Opioid,Morphine,Yes,No,No,No,No,No,No,No
Marshall Islands,Oceania,Micronesia,Upper middle,Developing,2007,English,TC,Opioid,Oxycodone,No,No,No,No,No,No,No,No
Marshall Islands,Oceania,Micronesia,Upper middle,Developing,2007,English,TC,Opioid,Tramadol,Yes,No,No,No,No,No,No,No
Marshall Islands,Oceania,Micronesia,Upper middle,Developing,2007,English,TC,Other,Ibuprofen,Yes,No,No,No,No,No,No,No
Marshall Islands,Oceania,Micronesia,Upper middle,Developing,2007,English,TC,Other,Paracetamol,No,No,No,No,No,No,No,No
Marshall Islands,Oceania,Micronesia,Upper middle,Developing,2007,English,TC,SNRI,Duloxetine,No,No,No,No,No,No,No,No
Marshall Islands,Oceania,Micronesia,Upper middle,Developing,2007,English,TC,SNRI,Venlafaxine,No,No,No,No,No,No,No,No
Marshall Islands,Oceania,Micronesia,Upper middle,Developing,2007,English,TC,TCA,Amitriptyline,Yes,No,No,No,No,No,No,No
Marshall Islands,Oceania,Micronesia,Upper middle,Developing,2007,English,TC,TCA,Clomipramine,No,No,No,No,No,No,No,No
Marshall Islands,Oceania,Micronesia,Upper middle,Developing,2007,English,TC,TCA,Desipramine,No,No,No,No,No,No,No,No
Marshall Islands,Oceania,Micronesia,Upper middle,Developing,2007,English,TC,TCA,Imipramine,No,No,No,No,No,No,No,No
Marshall Islands,Oceania,Micronesia,Upper middle,Developing,2007,English,TC,TCA,Nortriptyline,No,No,No,No,No,No,No,No
Marshall Islands,Oceania,Micronesia,Upper middle,Developing,2007,English,TC,Topical,Capsaicin,No,No,No,No,No,No,No,No
Marshall Islands,Oceania,Micronesia,Upper middle,Developing,2007,English,TC,Topical,Lidocaine,No,No,No,No,No,No,No,No
Mauritania,Africa,Western Africa,Lower middle,Developing,2007,French,TC,Anticonvulsant,Carbamazepine,Yes,No,No,No,No,No,No,No
Mauritania,Africa,Western Africa,Lower middle,Developing,2007,French,TC,Anticonvulsant,Gabapentin,No,No,No,No,No,No,No,No
Mauritania,Africa,Western Africa,Lower middle,Developing,2007,French,TC,Anticonvulsant,Oxcarbazepine,No,No,No,No,No,No,No,No
Mauritania,Africa,Western Africa,Lower middle,Developing,2007,French,TC,Anticonvulsant,Pregabalin,No,No,No,No,No,No,No,No
Mauritania,Africa,Western Africa,Lower middle,Developing,2007,French,TC,Anticonvulsant,Valproate,Yes,No,No,No,No,No,No,No
Mauritania,Africa,Western Africa,Lower middle,Developing,2007,French,TC,NDRI,Bupropion,No,No,No,No,No,No,No,No
Mauritania,Africa,Western Africa,Lower middle,Developing,2007,French,TC,Opioid,Methadone,No,No,No,No,No,No,No,No
Mauritania,Africa,Western Africa,Lower middle,Developing,2007,French,TC,Opioid,Morphine,Yes,No,No,No,No,No,No,No
Mauritania,Africa,Western Africa,Lower middle,Developing,2007,French,TC,Opioid,Oxycodone,No,No,No,No,No,No,No,No
Mauritania,Africa,Western Africa,Lower middle,Developing,2007,French,TC,Opioid,Tramadol,No,No,No,No,No,No,No,No
Mauritania,Africa,Western Africa,Lower middle,Developing,2007,French,TC,Other,Ibuprofen,Yes,No,No,No,No,No,No,No
Mauritania,Africa,Western Africa,Lower middle,Developing,2007,French,TC,Other,Paracetamol,Yes,No,No,No,No,No,No,No
Mauritania,Africa,Western Africa,Lower middle,Developing,2007,French,TC,SNRI,Duloxetine,No,No,No,No,No,No,No,No
Mauritania,Africa,Western Africa,Lower middle,Developing,2007,French,TC,SNRI,Venlafaxine,No,No,No,No,No,No,No,No
Mauritania,Africa,Western Africa,Lower middle,Developing,2007,French,TC,TCA,Amitriptyline,Yes,No,No,No,No,No,No,No
Mauritania,Africa,Western Africa,Lower middle,Developing,2007,French,TC,TCA,Clomipramine,Yes,No,No,No,No,No,No,No
Mauritania,Africa,Western Africa,Lower middle,Developing,2007,French,TC,TCA,Desipramine,No,No,No,No,No,No,No,No
Mauritania,Africa,Western Africa,Lower middle,Developing,2007,French,TC,TCA,Imipramine,No,No,No,No,No,No,No,No
Mauritania,Africa,Western Africa,Lower middle,Developing,2007,French,TC,TCA,Nortriptyline,No,No,No,No,No,No,No,No
Mauritania,Africa,Western Africa,Lower middle,Developing,2007,French,TC,Topical,Capsaicin,No,No,No,No,No,No,No,No
Mauritania,Africa,Western Africa,Lower middle,Developing,2007,French,TC,Topical,Lidocaine,No,No,No,No,No,No,No,No
Mexico,Americas,Central America,Upper middle,Developing,2013,Spanish,TC,Anticonvulsant,Carbamazepine,Yes,No,No,No,No,No,No,No
Mexico,Americas,Central America,Upper middle,Developing,2013,Spanish,TC,Anticonvulsant,Gabapentin,Yes,Yes,No,No,No,No,No,No
Mexico,Americas,Central America,Upper middle,Developing,2014,Spanish,TC,Anticonvulsant,Oxcarbazepine,Yes,Yes,No,No,No,No,No,No
Mexico,Americas,Central America,Upper middle,Developing,2013,Spanish,TC,Anticonvulsant,Pregabalin,Yes,Yes,No,No,No,No,No,No
Mexico,Americas,Central America,Upper middle,Developing,2013,Spanish,TC,Anticonvulsant,Valproate,Yes,No,No,No,No,No,No,No
Mexico,Americas,Central America,Upper middle,Developing,2013,Spanish,TC,NDRI,Bupropion,No,No,No,No,No,No,No,No
Mexico,Americas,Central America,Upper middle,Developing,2013,Spanish,TC,Opioid,Methadone,No,No,No,No,No,No,No,No
Mexico,Americas,Central America,Upper middle,Developing,2013,Spanish,TC,Opioid,Morphine,Yes,No,No,No,No,No,No,No
Mexico,Americas,Central America,Upper middle,Developing,2013,Spanish,TC,Opioid,Oxycodone,Yes,No,No,No,No,No,No,No
Mexico,Americas,Central America,Upper middle,Developing,2013,Spanish,TC,Opioid,Tramadol,Yes,No,No,No,No,No,No,No
Mexico,Americas,Central America,Upper middle,Developing,2013,Spanish,TC,Other,Ibuprofen,No,No,No,No,No,No,No,No
Mexico,Americas,Central America,Upper middle,Developing,2013,Spanish,TC,Other,Paracetamol,Yes,No,No,No,No,No,No,No
Mexico,Americas,Central America,Upper middle,Developing,2013,Spanish,TC,SNRI,Duloxetine,Yes,Yes,No,Yes,Yes,No,No,No
Mexico,Americas,Central America,Upper middle,Developing,2013,Spanish,TC,SNRI,Venlafaxine,Yes,No,No,No,No,No,No,No
Mexico,Americas,Central America,Upper middle,Developing,2013,Spanish,TC,TCA,Amitriptyline,Yes,No,No,No,No,No,No,No
Mexico,Americas,Central America,Upper middle,Developing,2013,Spanish,TC,TCA,Clomipramine,No,No,No,No,No,No,No,No
Mexico,Americas,Central America,Upper middle,Developing,2013,Spanish,TC,TCA,Desipramine,No,No,No,No,No,No,No,No
Mexico,Americas,Central America,Upper middle,Developing,2013,Spanish,TC,TCA,Imipramine,Yes,No,No,No,No,No,No,No
Mexico,Americas,Central America,Upper middle,Developing,2013,Spanish,TC,TCA,Nortriptyline,No,No,No,No,No,No,No,No
Mexico,Americas,Central America,Upper middle,Developing,2013,Spanish,TC,Topical,Capsaicin,No,No,No,No,No,No,No,No
Mexico,Americas,Central America,Upper middle,Developing,2013,Spanish,TC,Topical,Lidocaine,No,No,No,No,No,No,No,No
Moldova,Europe,Eastern Europe,Lower middle,Developing,2009,Romanian,TC,Anticonvulsant,Carbamazepine,Yes,No,No,No,No,No,No,No
Moldova,Europe,Eastern Europe,Lower middle,Developing,2009,Romanian,TC,Anticonvulsant,Gabapentin,Yes,No,No,No,No,No,No,No
Moldova,Europe,Eastern Europe,Lower middle,Developing,2009,Romanian,TC,Anticonvulsant,Oxcarbazepine,No,No,No,No,No,No,No,No
Moldova,Europe,Eastern Europe,Lower middle,Developing,2009,Romanian,TC,Anticonvulsant,Pregabalin,No,No,No,No,No,No,No,No
Moldova,Europe,Eastern Europe,Lower middle,Developing,2009,Romanian,TC,Anticonvulsant,Valproate,Yes,No,No,No,No,No,No,No
Moldova,Europe,Eastern Europe,Lower middle,Developing,2010,Romanian,TC,NDRI,Bupropion,No,No,No,No,No,No,No,No
Moldova,Europe,Eastern Europe,Lower middle,Developing,2009,Romanian,TC,Opioid,Methadone,No,No,No,No,No,No,No,No
Moldova,Europe,Eastern Europe,Lower middle,Developing,2009,Romanian,TC,Opioid,Morphine,Yes,No,No,No,No,No,No,No
Moldova,Europe,Eastern Europe,Lower middle,Developing,2009,Romanian,TC,Opioid,Oxycodone,No,No,No,No,No,No,No,No
Moldova,Europe,Eastern Europe,Lower middle,Developing,2009,Romanian,TC,Opioid,Tramadol,Yes,No,No,No,No,No,No,No
Moldova,Europe,Eastern Europe,Lower middle,Developing,2009,Romanian,TC,Other,Ibuprofen,Yes,No,No,No,No,No,No,No
Moldova,Europe,Eastern Europe,Lower middle,Developing,2009,Romanian,TC,Other,Paracetamol,Yes,No,No,No,No,No,No,No
Moldova,Europe,Eastern Europe,Lower middle,Developing,2009,Romanian,TC,SNRI,Duloxetine,No,No,No,No,No,No,No,No
Moldova,Europe,Eastern Europe,Lower middle,Developing,2009,Romanian,TC,SNRI,Venlafaxine,Yes,No,No,No,No,No,No,No
Moldova,Europe,Eastern Europe,Lower middle,Developing,2009,Romanian,TC,TCA,Amitriptyline,Yes,No,No,No,No,No,No,No
Moldova,Europe,Eastern Europe,Lower middle,Developing,2009,Romanian,TC,TCA,Clomipramine,No,No,No,No,No,No,No,No
Moldova,Europe,Eastern Europe,Lower middle,Developing,2009,Romanian,TC,TCA,Desipramine,Yes,No,No,No,No,No,No,No
Moldova,Europe,Eastern Europe,Lower middle,Developing,2009,Romanian,TC,TCA,Imipramine,No,No,No,No,No,No,No,No
Moldova,Europe,Eastern Europe,Lower middle,Developing,2009,Romanian,TC,TCA,Nortriptyline,No,No,No,No,No,No,No,No
Moldova,Europe,Eastern Europe,Lower middle,Developing,2009,Romanian,TC,Topical,Capsaicin,No,No,No,No,No,No,No,No
Moldova,Europe,Eastern Europe,Lower middle,Developing,2009,Romanian,TC,Topical,Lidocaine,No,No,No,No,No,No,No,No
Mongolia,Asia,Eastern Asia,Lower middle,Developing,2009,Mongolian,TC,Anticonvulsant,Carbamazepine,Yes,No,No,No,No,No,No,No
Mongolia,Asia,Eastern Asia,Lower middle,Developing,2009,Mongolian,TC,Anticonvulsant,Gabapentin,No,No,No,No,No,No,No,No
Mongolia,Asia,Eastern Asia,Lower middle,Developing,2009,Mongolian,TC,Anticonvulsant,Oxcarbazepine,No,No,No,No,No,No,No,No
Mongolia,Asia,Eastern Asia,Lower middle,Developing,2009,Mongolian,TC,Anticonvulsant,Pregabalin,No,No,No,No,No,No,No,No
Mongolia,Asia,Eastern Asia,Lower middle,Developing,2009,Mongolian,TC,Anticonvulsant,Valproate,Yes,No,No,No,No,No,No,No
Mongolia,Asia,Eastern Asia,Lower middle,Developing,2009,Mongolian,TC,NDRI,Bupropion,No,No,No,No,No,No,No,No
Mongolia,Asia,Eastern Asia,Lower middle,Developing,2009,Mongolian,TC,Opioid,Methadone,No,No,No,No,No,No,No,No
Mongolia,Asia,Eastern Asia,Lower middle,Developing,2009,Mongolian,TC,Opioid,Morphine,Yes,No,No,No,No,No,No,No
Mongolia,Asia,Eastern Asia,Lower middle,Developing,2009,Mongolian,TC,Opioid,Oxycodone,No,No,No,No,No,No,No,No
Mongolia,Asia,Eastern Asia,Lower middle,Developing,2009,Mongolian,TC,Opioid,Tramadol,Yes,No,No,No,No,No,No,No
Mongolia,Asia,Eastern Asia,Lower middle,Developing,2009,Mongolian,TC,Other,Ibuprofen,Yes,No,No,No,No,No,No,No
Mongolia,Asia,Eastern Asia,Lower middle,Developing,2009,Mongolian,TC,Other,Paracetamol,Yes,No,No,No,No,No,No,No
Mongolia,Asia,Eastern Asia,Lower middle,Developing,2009,Mongolian,TC,SNRI,Duloxetine,No,No,No,No,No,No,No,No
Mongolia,Asia,Eastern Asia,Lower middle,Developing,2009,Mongolian,TC,SNRI,Venlafaxine,No,No,No,No,No,No,No,No
Mongolia,Asia,Eastern Asia,Lower middle,Developing,2009,Mongolian,TC,TCA,Amitriptyline,Yes,No,No,No,No,No,No,No
